Normal,Gorder,RCM,Rabbit,Grappolo,Slashburn,Random,RCM Strict
7917,14856,658,61,165,7934,8762,1682
1,14869,6954,6,423,8018,13328,2211
1962,14866,1232,52,481,8095,12638,8411
1963,1,5743,152,4121,8536,690,3954
5881,14871,4664,4,281,12068,1819,462
12847,14868,3635,2091,4229,12069,10899,391
5489,14870,4400,206,3607,8230,18285,462
13410,14869,4664,1,464,8241,2527,2
319,14892,618,54,281,8261,8526,2806
13266,14891,8696,5,3320,8262,9972,4631
12063,14890,2623,12,3766,8269,17153,8224
7543,14888,7695,2,4029,12066,12408,2191
1,14887,8147,557,4407,5548,3363,1120
9435,14886,5275,32,24,5565,10634,816
8449,14874,9,8,3953,5571,3563,962
4670,14872,6439,77,104,5584,762,2370
270,14871,4138,3,116,5592,5480,3957
1800,14870,4618,3,183,12064,1065,2087
3726,14869,1326,2,167,2523,20267,509
13020,14868,47,2,43,2570,7730,54
919,14867,63,4,27,2571,1073,57
1,16958,43,1,242,9715,322,15
5246,14862,29,2,240,12061,3363,1
12303,14859,2204,1,532,12062,2882,9324
12435,14854,77,6,466,5446,12246,482
13574,14853,2705,4,1272,5451,1310,3145
12302,14848,10138,31,225,5456,6814,4139
10409,16619,2104,2860,431,5459,9643,5782
13414,14854,602,2,728,5468,9918,926
10584,14853,99,8,2348,10598,6026,41
1535,14849,1342,5,10883,1138,124,2781
13755,14848,188,1,3094,1171,10600,7237
1407,14844,2355,15781,92,6236,3116,4674
11052,14855,82,14,820,12045,5095,3191
2269,14854,5327,2,3629,12054,5992,2168
11933,14849,606,8,203,12057,16113,30
12689,14846,3618,75,534,8505,7497,2306
4083,16735,8157,112,804,8510,17582,1360
11398,14856,2380,581,105,9539,7519,1978
13249,14855,6343,1,85,9540,8455,7731
1,14860,6227,4,10027,9541,2791,5038
6503,14856,1809,2,48,9552,10450,1383
8267,14855,5607,2,312,9048,16038,3771
13011,16630,1772,1,317,9053,17001,2325
8268,14858,1205,2,1,9064,612,2646
5443,14857,4774,5,184,9133,7768,10927
3647,16738,773,1,602,9135,764,105
12816,14859,5195,2471,420,11538,10116,9097
9493,14858,4121,5,2324,752,10529,7739
13288,14859,2769,7,575,5218,17696,2590
11128,14858,4737,1,9079,5224,7429,7335
13732,14853,6051,2,36,5229,9879,7960
2106,14861,6017,1091,16,5868,1759,6344
3885,14859,3253,39,1,12040,5997,3217
12009,14855,1724,2,349,2185,13544,2053
10992,14861,5349,5,599,2186,18005,7108
11493,14859,5105,326,498,2188,16911,3903
13891,14855,2189,9,964,2189,1810,80
6798,1,62,1,289,2190,8987,612
7671,14863,1434,6,727,12033,10503,10141
8936,14862,6097,364,89,5019,14875,5406
1651,14860,3727,34,16003,7148,16083,1890
10090,14856,1439,80,553,12025,16100,6888
9807,14864,2662,1,853,12027,6021,4177
11862,14860,2666,15,937,12028,9985,3864
9421,17234,2674,1,401,12029,6379,4177
1268,15268,2662,2,173,1015,9428,1331
13618,14852,2648,23,853,1018,4543,4340
12513,14851,46,7,246,1131,2703,628
8126,14847,2085,10,248,8353,763,76
12911,14853,799,1,157,12019,2986,2697
6418,14850,1956,19,200,12021,2281,955
7299,15587,1140,107,221,1474,1105,621
9626,14854,2215,8149,2,1552,3603,2168
11640,14850,2217,742,407,1570,6822,2115
13134,14845,2195,3,396,2404,9471,2064
1241,14854,43,13871,1007,7283,4532,83
7363,14851,2166,16948,896,12016,4264,2267
3060,14872,2984,9194,228,9311,58,1251
3176,14849,243,43,52,9675,14930,260
5429,14847,1864,999,2,12009,442,1027
2694,1,479,37,1272,12011,3519,158
8126,14868,10815,48,1550,12013,3517,7079
1,14864,75,2,271,12014,3439,784
244,14875,3621,709,3393,5539,3944,3781
5982,14873,30,1,8,6312,9566,1270
5019,14872,53,10,52,6315,10810,615
628,14870,40,19026,200,6334,5018,1586
243,14868,7189,6,61,9786,505,2947
13145,14866,7081,1,24,9788,17386,2948
5983,14865,7197,1257,20139,5771,13005,2287
869,14864,7200,1,5,6932,17594,2288
5447,14859,7203,16958,69,6942,17292,1773
7911,1,2579,1103,4279,8308,2459,6998
6742,14866,2599,1,643,8309,4860,836
1,14862,2595,94,228,8312,2079,5704
3974,1,5289,1,191,1455,1590,7294
137,14867,756,12,358,1725,18161,1636
842,14865,6090,20182,46,2191,1276,2468
7031,14863,4112,54,120,2193,16190,3056
136,1,224,59,189,2373,16082,503
843,14878,4119,1,451,12004,3355,2681
6524,14877,7,27,1,977,3026,3054
11992,14876,42,5,4374,2383,1683,2332
13291,14875,5699,2,71,2389,6252,542
10456,14872,2973,88,1999,2547,1507,8786
6228,14879,3722,1,2867,2562,8363,1855
11308,14878,5699,8683,71,6533,507,542
4054,14877,5141,9566,13605,4276,1688,228
1,14875,6122,8720,2306,4287,6649,10861
12518,14874,3940,8,3873,4676,12586,9763
5556,14873,1694,8686,117,6024,20234,10606
11467,14872,6699,6,370,12000,12686,6924
1988,14870,1518,1,132,12001,3648,500
1,14867,1584,8603,599,3116,8251,58
8668,14878,8855,9575,15622,3122,6245,6353
6682,14877,4787,3,394,3123,11717,2628
4689,14876,6723,8589,307,3930,1154,977
5004,14875,967,8590,286,4605,3741,7542
6562,14873,5906,19,425,9696,8297,7190
3319,14869,8323,15339,74,6961,9211,7361
13633,14868,526,73,791,9062,5587,413
1,14865,2518,2,2,9063,8251,49
1,14864,2326,92,295,9069,7150,300
3148,14863,1756,1,106,9071,14789,53
13177,14861,845,8119,170,11995,3485,71
7266,14866,655,777,387,904,9619,3811
13626,14862,1992,4,789,2761,8157,462
1862,14861,128,606,607,2793,5849,631
7757,14858,1673,9677,104,2910,1446,22
1,17007,3173,1,385,4131,7150,251
3147,14858,192,372,293,4146,7639,3762
13627,14854,1605,343,279,1325,1007,358
11617,15507,13,1704,371,1333,752,714
1,14859,3141,2,721,1458,5413,5840
1843,14855,1239,911,158,1549,8877,238
10795,15508,5,706,313,6687,10319,443
12715,14860,6354,3498,851,8134,3104,5985
11042,14856,2068,2,3,970,6754,396
5640,14856,3329,6,439,1927,3350,1301
4504,14855,1680,6,504,1944,10102,6588
8204,14851,733,2,424,1962,14298,154
12713,17120,2069,2,524,2404,1029,862
7644,14857,12,1367,506,10649,11510,118
11243,14855,898,4,137,1860,7086,383
12824,17121,811,2,355,5186,14164,378
9782,14858,4,14,80,11035,1877,846
11170,14855,1866,3,313,11036,1628,1524
12785,14859,8267,5,55,11037,5454,8260
7379,14858,2503,1,2315,11038,20389,208
1333,14856,432,2,2486,1587,1140,139
11772,14853,2503,1,2315,3893,20,5196
6207,14852,5976,1633,276,5502,11404,846
5973,17184,4,3,80,5503,18572,139
1,14848,3287,93,187,6390,16284,7250
7921,14845,4422,510,107,11039,7306,4333
13040,14849,2071,2271,255,2479,2107,834
10278,14844,2608,1,183,2507,9588,834
13721,14843,2642,2,171,2519,2758,5957
8476,14850,2608,18,183,2520,412,69
11416,14849,1235,20742,108,2569,3847,310
3009,14848,5276,30,11,3238,1317,5041
4997,14846,308,146,120,737,12914,125
13155,14845,4877,2,796,1967,2105,3782
12624,14843,864,121,191,2038,5439,989
9889,1,1359,1,84,2111,13125,2076
11523,14846,625,21,1,11986,15994,499
8292,14844,2036,65,477,11987,3923,3331
11726,14847,649,706,487,4544,16794,1387
13613,14845,989,406,361,6488,11834,1214
12738,14824,1693,703,186,11980,4423,760
1388,14823,554,3,3955,11982,13159,3450
12143,14815,3477,1131,188,11983,9399,6031
11863,14824,5616,5085,393,11984,917,9306
11179,14821,5178,701,12328,2954,4119,4287
11502,14833,5623,1,91,8608,16505,9884
374,14822,5631,13,390,11974,16624,7071
429,14821,3418,6,230,11976,3474,7643
3833,1,5176,2099,455,11977,15346,4286
8676,14823,5188,89,226,11978,9143,3559
1,14822,5176,18,225,6181,15640,4286
13568,14821,6,1,225,6182,15914,1
6180,14839,5188,3,455,6189,15390,3559
9729,14835,5199,2,4911,6190,15566,2102
9669,14834,5206,51,219,6193,14377,1366
8858,14833,1512,1,122,6194,11577,2405
2007,14832,627,23,52,3291,17278,2144
5728,14831,1513,4,161,3501,10329,1948
6437,14830,271,596,18,3528,7746,717
2162,14840,3,8,157,3555,21643,824
1101,14836,7,18961,304,11969,2491,627
7776,14835,8644,9,527,11970,3669,8283
2428,14834,190,50,696,5321,10042,23
1,14833,87,15,528,6302,16170,213
623,14832,58,78,12284,10772,5073,209
4302,14831,1294,17,204,10773,5769,852
10921,14841,1250,5,1,10774,276,10347
7747,14837,898,4,938,11042,18277,823
5071,14836,5906,11,3034,5495,7369,4926
2018,14835,3468,1,11938,5849,19035,3927
7256,14834,4110,1,765,6667,7418,226
12074,14833,2150,19037,926,11961,8755,9526
6631,14832,3779,1,4006,11964,743,9952
12073,14842,2142,19438,262,11965,7524,8175
4348,14814,2247,3,532,2455,6235,10084
12451,14813,2121,940,253,2461,4973,1737
12115,14854,88,1,413,5166,899,234
167,14852,1566,20,688,11106,2759,8347
10074,14851,2779,731,188,11107,9627,3597
12679,14850,4239,790,3151,11108,8519,3389
212,14849,2102,1222,9,1252,12547,3916
8710,16338,2905,911,12681,9863,1654,10665
10768,14841,2082,1266,175,9871,8512,10663
2643,14840,7760,1231,715,9902,6715,2006
11618,14839,8830,3,378,11948,13302,2007
9037,14837,288,1,44,11954,13442,284
6523,14818,1022,1,721,2771,3001,4691
2743,14815,59,1288,152,6942,6850,450
13678,14844,306,141,13388,10115,8692,6969
11271,14842,2719,825,3157,11345,8274,3918
10739,14835,2735,817,2907,11945,6304,3358
1624,14833,18,1,3365,11946,370,344
13605,14821,2748,10,309,9439,13982,4208
8542,14820,2783,26,2583,11934,2185,3357
13613,14819,16,18,108,11939,9847,84
13101,14818,1371,3,26,11940,20411,783
8213,14846,946,21,4882,11942,13587,2770
9654,14849,11,78,34,11943,7004,1212
11738,14847,1754,4,12,9794,20747,3295
11289,14842,1878,1,79,10109,9229,3809
13303,14822,1861,1,32,10119,6234,73
12336,14819,1868,1255,143,10121,8914,3460
13504,14818,1419,11696,109,10123,607,451
12438,14814,472,7,75,11931,427,1013
8163,1,138,163,204,978,7128,524
12911,17285,1877,88,248,3980,4828,1689
13304,16524,1817,1,401,5223,7661,5101
11382,16502,10272,339,729,5758,1341,2387
13212,16498,3248,25,1056,11924,14137,6024
12982,15977,3204,5,1335,11927,8291,6076
7030,14804,456,791,310,8907,6426,1262
12925,1,1893,3,1034,11902,2412,511
1,17286,531,11,1076,11905,15934,2509
13704,16436,1801,100,263,11912,9255,251
12557,14689,24,35,807,11914,16400,312
10364,1,2957,5,202,11921,21481,5329
7326,2,41,81,448,2466,16873,1372
3216,17287,70,7883,54,2565,10627,541
10885,16573,133,128,1297,4534,316,81
8129,16434,1611,7904,536,9827,6129,57
12338,16046,3730,1,801,9840,7028,5991
13779,15985,8184,7,428,11896,2601,1868
11812,15973,3340,1,62,4029,1816,3214
12056,14808,8185,100,60,6902,1064,2568
7541,16047,545,632,359,7353,2745,3415
11540,15040,3344,116,142,11892,4431,1349
11541,15039,518,1,560,11893,467,3173
12942,15038,951,78,584,11894,14943,420
9940,15035,2332,633,160,2953,1329,1540
1,15034,5407,115,3,3030,12469,10859
10972,14806,3562,2,11626,3081,1187,1701
9132,16450,5004,17,1544,6537,9140,8885
13056,16075,5048,75,650,11888,411,8196
13892,14804,5449,7,449,11889,11011,7159
4188,16457,5982,1,1260,633,426,9184
13965,14805,13,6,1,1686,5863,1437
12844,14804,39,1,37,1712,3261,1531
13966,14787,31,3,486,1713,6606,1129
10973,14779,1697,29,1,11884,11282,587
4189,16458,1706,5,817,11885,12895,1016
10172,16450,1109,1458,4274,6971,5923,2118
10173,14786,1713,1,414,10659,5554,1382
7720,14785,1715,6,262,10668,5760,1742
1,14786,1720,9183,240,10669,11713,172
1740,14787,598,9182,313,11879,10277,130
12388,14788,5298,1,116,11880,10219,1272
112,14791,8899,263,51,826,6852,2494
4217,14789,8944,3,60,4849,11760,2789
5428,16538,22,20,71,4851,11074,3593
13977,16480,7492,4872,86,5525,882,3318
11451,15344,7489,5244,32,5526,7924,3485
2483,14784,5304,40,12,5557,7258,3642
111,16573,5292,4711,65,6043,18565,1676
12389,14785,8372,1,98,8889,21932,3484
11452,15101,2722,5,2995,11860,19637,12206
13671,14786,38,4680,85,11870,1986,1839
11780,14787,5165,371,285,11875,16548,1379
13462,14788,40,4847,408,11876,1075,1877
11992,14789,1670,10,846,3682,13493,1887
9368,14789,2861,4692,1,3687,15551,2100
9603,1,1424,31,104,5279,5246,6325
12776,14934,7716,12,52,6464,11656,7992
12952,5245,1457,4690,25,8392,180,6325
1006,1,1424,4744,104,11856,20734,4057
12580,16459,4680,5,402,1258,12579,4941
2302,14789,3245,4876,1,4653,2888,6073
5337,14790,4448,4,124,4659,17067,6614
1233,14791,2649,4687,404,10311,18619,4288
13597,14792,6,3,405,11853,141,1041
3581,14793,1435,13354,401,11854,10513,1132
6623,14794,3171,4,445,3931,1734,4958
369,16475,564,2,655,8906,2196,772
5900,14781,545,9863,701,11848,2386,176
3580,14779,1102,4,768,11849,5811,790
13337,14775,541,181,176,11850,3851,780
6398,1,2920,2309,1,11851,4013,2463
13024,14764,3525,1,138,3419,5636,9019
3209,14769,2936,13,389,6326,1917,1724
6930,14767,2912,1,714,6807,7413,424
12531,16354,1553,9893,17,11840,15523,235
13473,15966,2197,3,305,11845,14198,87
13474,14767,2025,76,345,11846,6212,9569
10827,15783,1544,7328,192,4451,1876,8535
1988,14768,5100,422,167,6008,12186,1681
11215,14769,2799,134,327,6022,3163,1663
7611,14770,1482,105,594,6036,3086,1845
8033,14771,4103,167,81,6072,12763,9025
59,14772,2060,4,289,7550,2770,1939
10584,14791,4201,6,209,1258,1684,4553
13589,14790,93,10,1,2544,9779,362
10854,14789,27,4,138,3182,1678,1065
8884,14774,4354,2,106,8769,9580,2190
9921,14791,11466,2,45,10340,3479,6907
6274,14789,101,14,41,11837,5147,5511
12754,14787,4221,7,156,1393,9067,2360
3719,14786,6149,1,49,1425,326,136
12521,14793,33,19,33,1853,9463,4228
11900,14786,1076,8,2805,4174,6639,9896
13831,14785,1072,2,248,6657,5798,7952
13842,14784,5533,2,576,8355,7267,6436
8555,14776,676,8132,6838,4433,2358,770
9761,14773,3237,19696,66,4443,3718,8855
6688,14772,2414,19689,3099,4455,8399,8619
9216,1,3539,19604,250,4467,16656,10315
12758,14777,4902,19585,659,11833,6962,2271
8838,14774,2346,20084,128,11834,8878,751
12933,14767,2078,431,100,628,11630,2185
4818,1,2260,15089,75,7518,2056,3668
10856,14772,7710,20070,741,7519,4256,4971
13429,14430,1490,20083,165,7520,3396,1288
1534,16501,7173,6,1,7521,1186,7532
12345,16497,5989,2568,2249,11830,11748,4301
12676,15645,7758,2426,511,3389,16017,3366
8853,15126,7724,1,714,5683,15872,4987
10139,14824,9194,6780,431,8275,4826,3683
10140,14819,9197,3,432,8278,8928,5609
1,14431,9200,1,740,11816,10933,7167
11421,12450,4140,1,5458,11824,15627,4905
11422,1,9203,9,134,2165,5584,2080
6879,1,9208,796,713,2171,132,3694
7488,3,9214,551,216,2199,3669,3699
1,14782,5541,2,404,4745,3756,3825
312,14433,5547,1,673,11277,3857,3241
3588,3,5551,1,7140,11814,11761,1807
4294,1,5557,2,652,4230,15795,4657
6006,16673,5541,1,404,11806,7104,3825
1370,14429,5561,18190,154,11808,1844,5589
12942,2,1076,18213,682,11809,650,382
8847,14777,1223,1,15753,11811,3402,647
6418,14774,1226,69,730,11812,8238,512
11386,3,1341,1,702,2507,5375,2266
569,15146,687,136,311,3263,9463,673
13178,14443,63,2,757,3289,3460,2155
8211,3,562,53,683,3301,2923,50
6379,8610,3572,292,719,5420,8658,6227
260,16671,489,209,424,11804,13308,1033
8966,15195,12371,99,1,2214,1118,3640
7297,15194,12367,244,186,4584,4256,6758
1567,14776,2595,9,142,4652,3584,3854
12810,14777,12369,3,66,7288,2761,5729
11133,14776,9533,2,72,9791,13347,7756
13478,1,8099,2040,324,9794,10802,6922
8862,14778,1340,2455,668,5321,9843,354
1019,14775,464,1,450,5329,12598,1144
10450,14774,10,1141,364,6468,13160,1658
11844,14775,4,6,169,6560,176,2146
13743,14776,940,197,3288,6562,3922,657
11432,14777,10,97,364,11800,5243,1658
11611,14788,9,4,561,1852,18381,2147
12542,14787,18,2,697,11784,1044,840
12841,14786,106,1,789,11786,11037,177
4776,14785,2182,51,836,11787,9976,527
13365,14784,5,9,620,11788,3162,76
11426,14783,277,1,16825,11790,11670,2171
5331,16646,3705,15,5,4161,7485,1124
7402,16090,4572,2331,56,4220,1159,845
10002,16089,4573,1248,7150,4236,17423,846
12791,16086,3147,3484,11063,6445,10342,3847
12255,15660,93,11,175,11775,5919,430
9136,15651,2732,2,1185,11780,3406,3380
10252,15647,1038,74,70,4849,467,4544
6679,14775,2253,7213,857,7928,499,2794
7191,14818,579,64,1351,10292,9252,94
8637,14814,2686,2,495,11763,1014,11998
232,14813,103,1,294,11764,4394,899
8034,14821,3486,4,9891,11765,1478,7519
8582,14820,4475,28,785,2167,2983,7700
7033,14819,1194,1,10823,2173,6868,3163
12524,14818,4273,2,1,6832,9516,6101
2136,14817,4278,13,412,6834,4025,6819
13898,14816,3656,1,214,11758,5978,1957
12238,14815,7732,7,410,11759,11523,7756
12575,14814,5398,3,7778,4897,6594,6879
6683,14813,7444,2,425,4916,4340,5572
6684,14812,1909,1,2947,4939,4063,2778
1194,14811,7107,8361,31,4951,6166,234
13370,1,7179,1,823,4988,2106,1688
10917,2,3213,506,107,11749,11240,4886
1334,15163,1749,300,184,2079,4896,3429
10918,14447,507,331,92,6329,6266,1960
9744,14811,11870,4,784,6331,2178,4104
9745,14807,2122,31,551,6333,6677,245
13961,14806,1608,771,1,6334,14087,1239
13709,14790,934,303,755,11741,15648,416
6693,14788,8945,9799,444,10299,19068,6475
3267,1,1607,9814,579,11716,16555,782
6694,14810,1606,9578,508,11721,13554,435
12858,14808,1576,9885,509,11722,1973,54
1976,14807,2,24,507,11724,5831,804
6663,14811,10553,12,445,11738,7257,5236
4200,14809,1,9,578,3019,5213,457
9961,14826,2774,29,562,6499,5492,2683
13373,14825,8,7436,418,6502,1002,93
12172,14824,946,216,3814,7447,3261,2387
8195,14823,867,2,882,9403,2720,2358
1684,14821,7563,3,616,11714,11521,686
840,14812,43,15,1308,743,86,122
12288,14828,1125,5,592,1661,3751,27
9787,14827,1734,1,855,1677,4329,840
12445,14826,1053,3,49,1680,4872,460
9295,14824,1610,8,3450,5782,18928,336
726,14823,4784,52,3486,5784,4292,186
10929,14828,2063,8,1,2814,5730,1177
13971,14827,6121,2,3670,8519,8847,7995
3370,14826,3,1140,4095,8523,370,1271
9182,14824,40,1,44,8536,1109,1159
6929,16694,4906,7,90,8539,12100,890
12973,14799,2916,1,1,11711,13527,4394
13106,14798,1787,1,381,749,8442,2555
12991,1,1787,6,381,2251,13664,2555
12386,16695,2075,1,1,2252,8645,4349
1727,14812,7029,1,733,2254,12226,5721
11543,6443,793,33,22,11708,4400,717
13348,6442,6,2,3880,11709,6786,4071
11418,14793,302,13,444,2436,5861,277
12792,16535,2834,1,1281,2466,15457,6173
13392,16530,11,140,731,3347,19289,221
12903,14785,1700,41,95,3877,264,281
9475,14786,684,2459,230,3892,692,915
7973,16541,2834,122,1281,7011,5378,6173
589,16538,180,6,257,7508,8627,3084
18,16537,174,1,587,9204,12518,330
4916,16536,227,16578,195,9206,7467,453
13263,16535,5935,13,674,9207,12521,7234
13360,16534,4867,15203,3884,11701,8832,4947
1435,16532,6867,1,508,11704,7520,5926
13575,14777,2534,9,298,645,17246,7794
6745,14776,10445,3,229,1833,14525,1395
3626,16702,1354,2,304,3469,2370,81
13331,16701,4361,9,32,3485,8027,5210
12679,16700,2780,661,2,3522,11998,8052
5795,16698,2708,19453,503,3524,1340,8801
13611,14776,413,2,297,4242,6575,1245
656,1,7784,127,848,6797,976,1435
7397,2,89,4,309,7081,2840,762
1,16703,4175,4,2,7092,8445,3382
6835,16702,1543,5,557,10054,9406,8555
6836,1,4560,1,41,11698,2749,3358
6580,16703,7422,17384,304,740,18014,4911
2932,16702,3,1,199,1407,14199,1736
2684,16700,50,15,74,1692,5813,2121
11570,14778,54,18,73,3210,4201,2825
10328,2,114,16,617,3211,5535,1580
13932,1,4276,66,179,6776,11921,6293
11447,16710,1835,2002,1325,3218,12294,5759
8414,14780,4176,1876,436,9105,4541,2363
12630,14779,392,2,206,11457,8927,1147
13425,14770,6843,1933,471,11458,22367,3479
2021,14771,35,1914,454,11693,21669,615
9493,14771,2128,2,1304,11694,467,6245
10824,16203,2444,8,91,9694,14979,2594
9194,14770,10,2,1,9698,1157,36
10110,14771,725,4,41,9699,20901,2972
10465,14771,37,98,2,11687,13260,72
11918,14760,53,20194,217,11688,1020,75
12621,14772,749,252,107,11689,4674,2908
3258,14773,737,2,78,2889,4021,2858
2370,14774,1326,1,245,6150,4095,1936
6979,14775,209,4,69,6162,1475,19
11049,14776,211,2,173,11680,13030,141
9738,14777,583,3,35,11683,7352,151
13222,14778,27,917,233,11684,5916,2019
6646,14779,699,10,1,922,11031,36
7802,14780,9,2,15756,3308,2724,2846
13926,14781,4,3,1,10698,19402,492
4878,14780,28,1,96,10701,759,270
10761,14747,1142,1177,4522,10706,2202,315
9843,14777,24,3,95,10764,2478,222
8630,1,1078,9,3663,3101,5345,1303
8742,14778,453,1,154,3108,50,484
12151,14762,401,8,382,4717,15971,47
6881,14744,5698,18,301,6291,2955,5075
5623,16817,5704,44,757,6293,8963,4807
13020,14752,4372,31,19,6296,9720,142
3775,14743,5556,11,104,699,7189,7825
5467,16837,5491,1,436,4862,10865,7017
13910,14749,1067,421,317,4877,13473,5286
1225,14740,3636,423,358,5174,556,1773
13523,1,2339,396,291,10375,2847,4259
13969,2,854,222,457,10667,5840,6106
3461,16842,5427,12,2,1847,1989,700
12483,16824,3696,200,148,1870,7931,370
2,14741,1615,2,626,1930,8063,1028
13736,12081,2211,1,313,5786,175,9120
11472,12078,5446,281,44,9338,12041,2199
6291,12077,2110,30,270,10959,11755,8416
13582,9781,1730,10,812,4890,864,3317
12808,9785,5472,31,4077,4895,6089,570
1,14743,997,1,2,4961,5467,95
2448,17132,1348,8,2373,4975,8273,5837
4702,17130,1357,2574,7922,4980,21272,6744
8492,14735,857,2364,562,9171,8213,307
10617,17133,1854,2,560,3941,9341,402
13822,17131,1566,190,12631,4030,11837,1040
373,14736,2126,1,215,4646,8887,7513
13307,17180,1420,1,165,4986,10202,2766
9209,14737,1289,117,243,11668,13167,1864
11983,14796,688,1,39,11669,3956,2900
592,14795,16,1,215,1311,9587,3
11569,14794,2088,2,1,1314,19202,2425
7308,14790,4332,69,505,10966,18848,5631
2019,14789,10698,4,406,10968,2530,4545
932,14788,4,1,272,11665,14298,604
345,14783,2092,856,271,11666,14968,3029
933,16850,516,3,772,2686,769,457
7389,16849,1540,16933,4,2707,13179,1079
4854,14796,4,1124,66,2942,16488,983
13196,14795,1382,3,87,6790,16234,694
11218,14794,728,2439,219,11662,625,3
8717,14785,2091,17,480,11663,2953,5153
12848,14798,812,8,215,639,9903,1082
6122,14797,598,120,745,6907,12338,11
11034,14796,3394,26,905,11653,4299,1744
1634,14795,2738,4,227,11654,13304,5139
7810,14794,5169,15,1015,11657,1341,2176
6312,14793,2957,1,454,11658,51,1513
11475,14791,4786,5,1,5960,17581,6488
11476,14790,4002,7,452,6006,12461,5708
3486,14788,5094,10,147,6014,9329,4896
13786,16854,764,13523,721,6821,8416,982
3369,14739,308,28,148,11650,11067,9751
1,16859,3848,167,817,11651,12743,1592
8981,16858,23,51,20,2155,4161,1664
4999,16857,750,18797,1,3127,5826,2890
11358,14737,6,2,52,3128,3615,1459
5036,14734,10643,8,19,3131,8311,3873
11359,14735,789,9,90,3135,16358,2426
4036,14736,756,7,53,3742,770,1431
9365,14733,4551,106,3207,3604,8271,5501
13277,1,36,5,428,5783,2131,498
12546,14734,4989,13,574,5785,660,3800
7351,14732,34,9,227,6107,11731,3096
268,14727,845,736,1,6715,4967,1498
8637,17279,3905,5,140,11646,3613,1693
4443,14729,2437,3,458,2730,1922,2230
6726,17103,2822,97,806,3523,5056,926
13818,14719,360,2,6994,3542,2785,1621
12324,14720,285,6,401,9389,20098,3095
7616,14721,827,358,289,10751,3706,121
7435,16963,2471,346,189,11644,15158,1457
1778,15780,241,305,1016,4249,2473,846
12628,15005,192,14,679,5703,3487,3390
7977,14721,3186,293,7,5704,752,1925
6651,17284,2311,7,299,11640,9322,864
5057,14719,4775,1,529,11641,16323,627
12581,1,2929,368,226,11642,14839,7869
1262,17106,2934,1,371,8977,19318,8687
7791,14717,6744,1,573,8982,5696,4251
5917,13345,6888,2,192,8993,7111,4297
8234,11634,6967,451,221,9039,428,4295
2760,17288,856,17,526,9042,19482,1109
6667,17286,5,1209,2,11638,450,341
2749,14721,2609,4875,65,923,118,6017
150,17289,2455,1166,977,1435,10232,6138
6383,14722,2617,2462,35,1584,4174,4717
1605,14722,2623,904,213,1585,6334,4210
12863,1,2617,973,35,5776,4079,4717
6137,14726,2645,151,842,11376,6514,636
2592,14724,1227,1085,1376,8853,12283,3550
7841,1,2648,4,857,8864,9865,4300
8732,16714,950,387,718,8868,2871,480
1,15386,2655,1202,973,8869,8921,5801
1591,15385,2410,1062,332,8889,2131,2568
4364,15382,1451,1247,826,11635,15691,1455
9733,15381,1358,9,338,689,2042,6
13167,15379,1573,7,13763,696,6621,4431
4111,14723,1131,1,13206,6179,16571,389
5173,1,1479,1,171,11233,15847,5353
13378,16715,1362,105,501,11632,5156,166
12837,16212,756,2,20108,11633,3704,3387
7360,15386,1579,5,926,1508,8662,1787
11442,15385,1335,1,470,8714,14584,444
8188,17120,693,5,549,8715,15695,60
10967,17115,97,21,409,8719,9328,2671
9338,17112,892,11,328,8720,646,204
13434,14725,1335,6,470,8722,17080,444
11292,1,2334,4,348,3626,14140,25
11598,17121,470,7,272,11625,7452,4008
12930,17116,1666,2,562,11626,18115,9282
13884,17113,884,10,435,11627,9471,1891
5730,1,9093,334,1,11628,5744,10133
6894,17119,2877,6,140,11629,13413,4355
567,17117,2157,4207,241,8092,19462,185
13679,17114,368,1,14,11618,5893,639
4686,14727,437,1,354,11619,1546,1646
295,17296,10174,1004,482,11620,1309,6418
9351,14728,1720,14,19424,11621,1980,1339
6165,1,361,1,161,11622,1052,99
10605,17299,1274,3,182,629,17952,92
5262,17297,1597,1,30,2056,14069,2552
3198,12813,1069,21,101,2059,4595,169
13990,12812,1724,4,195,11614,17779,3737
4820,12811,1599,64,168,11615,7458,2562
10933,1,1081,1,72,11616,4391,119
9031,1,1093,2,35,7216,18665,233
12222,16996,1076,21,89,7228,1701,108
3891,9272,833,43,75,11609,13050,5005
2457,2,4349,4,27,11610,2400,313
12278,1,368,2,2,11611,4163,752
6172,17336,1652,26,74,11612,6759,808
11183,17334,1852,5,713,1368,12979,295
10168,16966,244,23,732,1665,7795,635
3653,14698,1282,2,87,3794,15553,228
5037,13996,7099,292,1,3795,11950,6863
7821,10946,8233,380,36,4038,5595,5461
1462,3,8217,1,145,11606,9178,4282
743,17355,6218,12929,978,8124,8349,4772
5098,17354,1481,2,78,8127,17017,2122
13774,14733,1118,5,144,8162,1760,2581
14037,15595,1134,23,35,8173,13198,1402
2605,15587,2900,16,1,11603,2840,1253
13329,14734,3156,2903,86,11604,3230,1788
13699,1,436,2,80,9551,4808,26
11807,2,3153,10199,103,9553,6331,1238
13230,3,436,1,80,9554,1761,26
8659,1,2681,46,146,9555,16739,1075
4610,14741,2866,11,71,11600,3407,1200
4114,14739,2842,54,101,11601,442,1026
1368,17128,2904,1,282,6634,17326,1062
3238,17125,2911,65,101,11582,14699,1198
13155,14738,2939,2,29,11584,5451,7799
