Normal,Gorder,RCM,Rabbit,Grappolo,Slashburn,Random,RCM Strict
11347,6,4232,4757,2,4904,7964,1919
11927,5,3258,1,822,4916,11098,379
3111,4,1291,4484,507,4921,1249,2283
10276,3,2652,4751,4044,4931,1445,604
11926,2,2443,8411,359,4936,18594,4406
6567,1,1143,53,3478,4938,12759,5689
1,1,2839,2,151,4942,14411,769
3019,2,1484,110,117,5433,113,509
2411,3,1870,141,4134,5446,4627,729
2175,6,833,59,641,5467,6323,1457
2616,5,305,39,4324,7151,1015,2807
2809,3507,1195,4,390,7282,8262,1279
1532,3504,2322,1436,892,8667,4656,495
3021,3470,1226,58,392,10235,2486,672
2176,3467,3092,39,582,10803,8088,1057
1918,2643,1290,2,556,10805,17438,3721
2810,2644,1783,3,423,12019,6149,57
1427,2645,6876,137,679,12753,20247,1764
2617,3508,1235,139,528,12754,15426,4500
1673,3506,44,22,404,13953,13047,2312
14471,3505,263,27,6102,13954,16166,75
7944,3312,15,25,209,14371,20222,2858
2410,1,1273,14,3288,15634,9784,1283
2006,11237,258,81,630,18013,5764,346
1543,1161,2848,10,75,18085,1290,3010
1,4845,1271,18,16,18087,494,2223
2439,3510,369,32,313,20128,7167,2860
86,3468,1317,102,275,21520,10622,2034
1485,3511,6884,1,28,60,16718,1174
3199,3509,197,20,120,69,15574,1289
1152,3508,992,6,4144,104,12025,459
18274,3507,415,2,345,247,13365,1315
5588,3506,3205,1,110,464,3519,3018
2440,3499,673,3,115,478,6673,2872
245,3485,4351,291,27,567,10255,3190
824,3449,1384,476,158,572,11633,2047
2341,3448,7,1,24,1165,12355,114
1,3447,4620,832,318,1453,7816,4297
471,3310,2325,2,173,2694,3754,2060
470,3516,1811,23,498,2826,12000,1737
8490,3515,1526,38,576,3225,2133,1829
1345,3514,6890,281,609,3435,13764,2191
9249,3511,1814,142,140,4586,6107,2435
2412,3510,2326,93,207,4634,2497,1634
411,3509,201,36,171,5589,13639,546
2926,3507,11,470,93,6354,14321,1025
886,3506,52,242,424,7247,10535,192
1573,3476,34,101,237,7248,14165,394
1572,3473,33,4060,189,7252,15669,239
2438,3317,2175,4,283,9418,11730,7784
3009,3292,4702,718,314,9431,1777,7779
2927,1978,154,253,365,13852,833,1023
1,1973,19,35,229,13855,1982,392
2167,16,21,494,52,16807,16624,339
3886,15,168,9,555,17931,7632,388
2168,6,88,36,119,18894,14642,531
1857,5,4796,2,88,20333,4813,7753
5827,3,174,119,135,20334,19279,398
1181,2,5498,496,61,20335,18539,721
13049,3516,356,14,1,20336,13930,1140
4833,3514,3391,156,45,20337,16516,5749
2288,3510,615,2,9161,20338,227,2378
813,3505,3675,1,855,20339,6502,6075
3245,3475,171,4,577,20340,290,385
4127,3465,347,6,631,20341,13734,625
6816,2,5148,1,397,20505,2979,3857
10296,3516,30,115,21,20669,13341,691
915,3508,222,87,372,201,13467,223
8183,3473,1985,3,112,616,6079,94
3256,3471,193,12,285,756,1733,1220
1711,3467,713,12,19416,918,2921,2402
1712,3466,314,5,301,1077,7471,416
2679,3464,122,2,421,1390,7819,213
1733,3,928,7,1,1634,499,2489
6535,3517,3391,26,286,2389,2919,5749
2862,3507,6823,4,9724,3140,3829,4049
3682,3483,5790,14,9381,3249,2051,4180
2645,3479,3475,8215,643,4070,4117,7077
1052,3471,947,2,23,4355,1670,1603
8699,3301,103,72,113,4386,17321,3097
5543,21,951,16,9034,4510,7808,3388
10746,20,3035,14,429,4771,18197,6889
425,4,3584,349,305,4980,20163,6969
2411,2,1931,74,578,4981,2423,1338
13358,1,964,1568,9160,4998,5356,1130
19118,2,1689,18648,9194,5016,2173,6194
3180,3467,3044,1734,8886,5246,2639,6374
16787,3463,284,18819,228,6037,5986,326
4352,3462,8476,3,398,6040,16937,6964
1,3461,5389,1,302,6042,3529,6687
2516,3460,681,9,630,6049,15441,1692
2976,3459,3421,5,22,6090,1353,6440
8815,3458,3513,2,588,6096,8871,5536
3148,3,1757,2,226,6974,395,1892
8101,3732,3169,1,287,6982,7932,5972
2894,3729,958,39,306,7033,16546,2581
3357,3520,739,488,1,7259,12362,205
469,3482,3435,4,110,12790,13928,1640
1126,538,5054,71,426,12794,8551,820
6527,24,7468,34,115,12910,13476,9790
503,3,1986,11,225,15678,5284,3403
665,2,2047,110,131,16692,8184,1519
988,1,11891,298,128,18511,11851,2047
3145,2,1992,1,129,21993,13962,10412
2683,3520,2715,60,184,21994,3364,1571
1737,3484,5043,337,146,21995,12018,112
4224,3324,1421,604,144,683,12695,3542
1857,3323,1134,160,16097,699,10271,3799
6806,3322,1424,4250,189,881,4807,3210
705,1,1067,181,200,1216,2210,4474
5312,1,4928,125,147,1588,1749,1143
504,2,2674,3949,226,1607,1682,3157
1841,3,2053,3825,190,1806,4002,1268
2502,4,2004,3969,69,2090,16885,4194
5463,3522,2732,4229,60,2334,13972,474
2211,3521,253,4254,13,2440,15363,415
2888,3520,2693,3,15,2752,16425,54
1250,3483,2775,19,1,2809,13518,171
9829,3474,2665,130,48,3697,15077,1985
1875,3326,2011,4,30,3757,4771,3991
6263,3323,2059,48,74,4007,4068,230
2990,1128,2063,219,130,9755,3638,1554
7878,506,4,13,59,12839,405,130
3057,3544,66,91,459,12841,3054,485
6653,3489,3148,80,429,12842,3014,348
9567,3478,53,484,648,12843,14634,4845
40,3469,2096,113,167,12846,4038,4847
383,3466,596,6,297,12852,8336,440
2641,3465,3303,1,1,12854,16204,4715
1905,3464,1394,15,64,12856,8332,4768
1911,3454,223,16,779,12857,8736,656
3034,3453,348,482,4192,12860,4981,803
2767,6,679,30,834,12864,1427,318
940,3,2200,111,51,12865,8665,5815
1979,2,249,18,707,12871,1741,785
1118,1,21,4,232,12874,2841,522
8680,3,41,455,292,12875,979,73
3629,4,2313,457,10598,12876,6263,2557
2014,5,5317,40,8800,12881,2438,4475
2698,6,355,39,443,13247,4061,2985
2094,1165,3227,1,335,16030,4043,5591
2042,1166,1103,115,336,18618,17195,609
2091,3524,7688,109,11525,18619,2918,2018
319,3520,1984,1,458,18620,12328,5200
2833,3519,3233,5123,475,19034,2928,51
7160,3514,3237,5,370,683,12435,4906
3060,3323,7691,1,406,915,19902,1135
3135,3526,7695,168,408,1630,3269,1100
1910,207,7700,3,518,1684,21773,5581
1,206,155,85,433,2332,6888,4731
2954,1,3241,91,452,3679,6295,1043
2827,3539,7704,166,647,3738,8826,179
58,3483,5361,11,639,6335,50,4201
455,3459,2003,1,396,6756,924,3897
952,3541,3243,82,448,6757,5860,1133
3874,2,201,172,10082,9311,3019,5073
2741,3542,3245,6,770,10447,8741,3041
14161,743,2604,170,571,12493,117,2078
9585,3,4997,73,366,12494,4241,2509
359,1,2840,2,525,12496,4226,130
853,3367,4268,2,357,12503,16792,4961
3873,744,3519,14,339,12504,3869,3334
3111,2,3520,2,2377,12526,8343,172
3079,1,3261,1,451,13031,1607,2073
2507,3366,2344,12,9096,13071,8627,132
2995,3544,3264,1,428,13705,10827,2751
1,3538,4673,5,9394,13732,6760,4749
8659,3536,1207,4,52,13742,13145,2015
2996,3535,7714,2,446,15285,3170,3429
15620,3292,4558,1,706,15488,13832,2404
3421,9,895,352,168,15490,2376,298
8322,3545,3280,789,301,15501,8322,5014
3420,3296,7719,957,247,16876,5345,3722
78,213,3285,281,6462,17717,15391,2564
33,211,5350,109,381,19183,8966,5500
7218,200,4309,756,78,19734,14543,4646
10956,199,2369,71,180,19753,12663,1118
2589,198,2493,122,10478,20228,14126,3146
7344,197,3552,1,11532,20306,4685,2748
2892,6,2265,202,71,21929,11362,2360
34,3,7728,41,63,21982,8827,344
756,2,4333,544,9506,21987,1332,4763
1959,1,3299,557,208,21988,12558,5602
2457,1,7732,71,316,21989,4356,4543
1788,2,4758,173,17,29,2844,5015
451,3,4465,14,514,138,6138,1730
10206,4,3319,15,268,158,1731,2018
1166,9236,2216,4,171,171,4314,201
1312,19173,7736,10,282,426,9504,53
3047,3546,2395,4846,349,466,14643,4253
3710,3544,2101,4,99,593,7387,2687
142,3543,7740,2,176,686,4060,3287
1001,3541,1909,28,1937,887,12726,1230
825,3540,5548,2,230,998,4254,4487
1167,3294,3333,21,459,2415,13995,4202
1311,180,3341,12,8619,2952,11851,1114
1032,3,362,3,479,3964,4121,4919
1,3917,1211,73,4629,4046,238,1138
248,3921,3344,5,291,4098,13359,4642
8254,3922,7746,4,249,6314,3237,1111
6670,4,5613,9,277,6444,2971,1794
1286,3,3349,15784,340,6512,9129,4585
22,2,7752,11,7,7418,9997,1110
1285,3560,3352,2,4226,8522,8891,2858
552,3557,4386,111,1031,8541,8280,4712
541,3548,6042,5,4814,8574,4204,3453
411,3545,7755,4,135,10724,8114,2079
2517,6,5140,100,259,10789,2321,1841
2568,4,7758,9,734,11440,1246,3149
4158,3,2425,109,63,12554,7534,2891
4848,216,7761,20,10356,13042,9436,5590
553,215,693,6,10367,13363,785,1629
4729,201,3562,15,215,13521,9568,171
2569,200,9874,1,1,15078,41,5747
2989,199,8082,3258,429,15564,12994,5739
1595,6473,10058,413,49,15757,4394,5741
3272,6474,5436,134,6875,15760,14732,5651
3042,3563,8117,23,348,19742,2815,6417
9775,3553,10032,3,138,21110,7505,3885
2810,3550,11023,15,128,21704,9044,2940
8357,3547,2,5,388,21706,9881,446
4640,3544,10831,36,387,21977,9157,2873
10052,3542,3,17,683,21979,3573,1072
6839,3541,72,34,819,80,592,246
3311,3301,2930,35,1466,93,11913,4508
8026,3298,1120,2,732,142,8148,4365
1319,216,184,11,193,177,1124,990
2354,204,1431,4,887,332,21308,860
3044,203,1557,15,95,442,19439,4267
4696,202,1118,16,865,726,1016,4244
2613,190,4,2,78,1679,21189,1292
1,11,1462,181,343,1775,13517,4921
1826,10,6,715,1,1863,18580,2646
957,9,1428,8,317,2172,16403,5111
1715,8,1435,5,250,2186,2521,5828
2154,7,1468,58,342,2323,9871,7567
1235,6,1622,4320,342,3220,831,7197
901,5,2046,321,283,3269,10950,1242
2848,4,15,228,12514,3697,1226,1162
677,2,1441,298,251,4133,4554,8474
1111,1,73,3,232,5637,11900,1189
2991,1,10076,309,9588,6965,758,5240
3263,2,3,16,29,6968,1004,701
7658,3,4820,239,1,7257,7436,4518
2177,3361,1454,453,470,10330,2936,433
3009,3468,193,1026,181,10353,617,360
13105,1433,625,4206,9173,12035,5791,2190
5662,3553,723,248,8843,12040,12990,2214
2589,3551,3117,308,820,12208,91,4533
1380,3549,3289,94,211,12209,13011,6331
2973,3547,174,949,155,12210,8842,732
1379,2,847,103,160,12730,9653,2379
1,1,487,452,244,12733,10657,126
19101,7,181,4187,8273,14868,16980,573
3955,5,816,3393,237,16546,6072,2194
2456,2,1479,4669,195,17682,11075,658
1082,2,3295,4191,306,18396,8711,6296
2105,4,2951,90,133,20500,1753,6321
1,11,4931,4,486,20557,3665,4615
4750,1,4994,8,156,21697,2081,3786
2416,4348,7709,11,528,21974,9656,9516
1997,3326,4931,53,486,21975,16108,4615
466,6,6430,2,268,236,9658,5729
9568,5,5013,1,182,972,5587,4878
6938,3,1703,40,819,1318,1936,15
2382,2,2091,23,181,1461,17384,244
4173,1,6234,8,630,1864,5615,7351
2417,1,13,11,643,2276,5991,2538
1783,2,3856,282,801,2652,1640,4184
8056,3720,3739,4618,67,2762,12262,4888
2171,3,3864,293,562,3567,5615,4912
1936,4,4610,41,143,3763,1060,783
818,3329,3867,202,71,4203,16886,4429
2844,3264,3870,37,222,4365,13690,2915
693,9,138,472,48,5007,2729,282
1649,8,2815,12,135,5009,12009,4015
2567,7,22,1,180,5491,3740,426
10233,6,7654,403,1,5496,4136,4315
4247,5,18,70,288,5511,609,545
1212,4,27,342,498,5529,7767,300
9654,3,15,1,8442,5970,15145,572
747,1,7656,72,595,5971,11993,533
8780,3725,4,69,20,5972,6422,4799
600,5,16,411,20,7441,233,588
659,2,7,1,276,7445,16273,1534
2667,1,11,1,166,7676,3139,1535
4198,15,3857,12,10,9281,4301,427
1769,1,9281,271,82,9282,1853,7950
601,2,1376,276,251,13672,460,2579
13282,3,45,54,593,15776,2132,272
763,8,7634,1,594,16687,16648,4015
1179,9,22,5,497,18026,3850,4016
2927,1462,7636,325,594,19367,14462,288
1552,16,3,277,167,19368,1027,245
2897,1,22,5,11,19369,4779,233
7911,909,3839,330,19,19370,7270,288
4525,5318,34,19,26,19371,6658,1834
3281,910,7608,53,287,19372,1911,3207
748,3564,9299,57,81,19687,1304,8250
1843,3487,5615,59,659,21972,2731,4348
854,911,3422,1,660,129,12185,1108
1896,2,5224,2,187,201,14559,3650
11064,1,1977,1,68,234,10274,871
3282,3,2827,895,1,628,7790,4083
850,2,2695,898,68,799,558,508
291,1,1430,923,316,857,2556,1398
1338,1,3147,60,440,892,12530,3697
9815,913,2455,58,247,1676,10622,3466
7508,5,8867,308,894,3024,6864,3106
292,4,1847,59,5002,3497,7296,717
1,3,3448,210,3655,3668,6695,1667
3273,2,403,117,24,4000,139,565
10,1,1853,54,35,4053,865,2460
7648,6,3666,272,21,5397,8301,203
570,5,1277,252,4021,7396,7059,280
3951,3,16,922,19692,7403,2545,2229
3341,2,737,1,388,7406,4595,2233
1,4,719,3297,384,7408,633,273
3004,1,464,87,231,7409,7462,351
8946,1,3033,3,4319,7410,1175,5107
3217,1267,3310,36,624,8266,3664,5340
1587,911,1637,2,612,8267,8150,1786
1423,1,353,1900,13382,8279,3642,493
2862,3315,3325,16548,136,8329,840,4646
2552,3316,7669,3146,177,8335,10446,4044
2494,3319,7843,320,273,8339,4040,2906
6139,3,2605,2,354,10976,4621,2904
2058,2,2610,5,105,10979,8482,4906
1,1,1479,1911,8710,10995,2845,2904
899,1,2614,50,412,12300,12918,3596
2430,2,1448,33,11071,12306,3850,2920
6276,3,2620,2,10719,13473,1613,4904
6376,3320,901,1077,169,15787,2405,1676
3226,3328,1328,196,48,19896,3348,3068
115,3,2624,33,103,21043,3585,98
3340,5,2628,15640,606,21912,7109,4725
1051,1,533,17644,355,21915,3536,3917
2027,1404,2633,1,196,21969,9279,343
2765,3318,2637,16578,195,32,35,1453
3586,2,50,17103,508,340,3095,730
2937,1,2645,12942,528,944,6219,5364
2026,2395,1748,17,8635,973,12124,4113
9941,5,2651,3,652,1066,10961,151
3227,4,2443,3,127,1591,503,4513
2924,1,877,2,149,3139,3907,5469
12502,3316,2656,9,280,8188,4210,4284
10808,3320,2660,1,389,8707,9257,104
6924,3322,2662,7,2422,8711,4893,4278
4276,17859,111,1,6605,9246,12925,704
1562,4,2670,5,821,9298,7216,1075
1148,3,229,2,302,10900,2740,2090
1,5,2674,23,296,11335,1704,2856
1970,4,2680,18,84,11886,1390,1079
1253,8,191,3739,10503,11895,4705,1463
2233,2411,2684,32,8614,12134,1445,3400
1254,2414,605,1773,824,12691,6409,43
3008,1,18,14,701,13777,3918,5306
1,2,9124,1920,8447,15435,4781,6283
3287,3,2446,14,450,16925,1043,7595
3349,2411,2454,2,895,16945,19052,190
13601,1,3817,1,987,17672,1265,6510
3686,1,7628,5,818,17673,5422,7592
3348,2,9135,1952,496,18288,14271,6788
6936,2402,4300,1024,355,19099,7595,6544
13600,2,8885,12,311,19101,3516,7566
306,3,5226,462,322,19534,3025,3
3286,4,39,23,561,20356,5824,25
2358,5,1865,21,699,20635,1874,8177
10920,3291,2381,186,9561,21960,4706,896
1,4,1863,16,4415,21961,1627,5129
2503,3,9126,453,770,21962,2453,66
79,4,2600,1,891,21963,19,711
12163,5,567,4,364,21964,3948,6777
14369,2381,3418,1,298,21965,20669,99
2565,2407,2230,75,47,21966,6635,345
2933,9,598,3,1024,21967,20603,8099
3990,2,7014,26,784,43,2385,7134
3162,1,7745,427,535,133,4744,101
3311,2,2300,20,8804,153,16156,6079
80,10,4105,459,632,263,1608,1064
3243,2414,1860,2,73,324,10995,2000
3312,3,9152,58,100,370,14529,5287
1155,1,9154,72,146,553,1367,8122
12495,3325,2939,16,56,1417,5583,296
4299,8,2224,2919,544,1451,6739,6934
1,1,3932,23,155,2096,14389,6869
2694,1,9160,19,92,2351,6936,7158
2651,8,9163,1,896,2374,18664,6478
270,7,3987,1803,899,2431,7690,7000
2864,5,7,326,1037,2588,4136,513
2360,4,148,338,4074,2928,7443,2801
1739,1,1692,51,683,6399,15418,2809
13929,2,1703,286,361,7835,13691,1390
795,3,1705,27,209,7842,19045,1750
1815,4,1099,414,4327,7846,16242,2126
4764,5,356,1115,707,7855,1503,87
2945,6,1091,3,3437,7856,19254,2947
2205,9,248,2144,3629,8538,2847,129
1883,3320,1687,12,52,8568,9973,595
2776,16706,1696,934,764,9346,12323,1024
1689,16707,1422,1082,368,10121,7973,2374
10948,8,9,2146,369,10772,6102,142
9198,5,231,2284,277,11051,21099,2900
179,1,236,2141,162,11346,7557,2511
3301,1,1590,60,3,12610,1807,4146
1788,2,267,2,448,13673,7744,4142
2209,6,5911,1145,107,15574,9679,2161
19186,2262,7923,2214,2949,15576,1218,1483
7338,6634,1592,1149,741,15578,1150,6455
685,9,863,52,484,16982,5403,2914
415,6,823,14670,532,18498,6821,4436
1,5,816,27,558,18517,1035,2787
688,834,7928,822,507,18964,8723,3999
17361,10,1699,4,629,21958,5579,3011
1784,8,781,1442,7027,254,1983,5612
3141,2,6235,2164,756,321,12886,6095
1,1,5707,958,6676,500,2967,487
2568,1,770,336,786,881,8530,7090
6369,8,5320,1453,399,1648,12347,282
10121,14860,5713,820,2739,1984,13075,4193
2403,11,724,33,2740,2232,2693,4696
2665,2,5720,76,3685,2784,18233,2926
3792,1,4435,335,114,8049,6730,731
10120,3,7535,26,111,8094,16042,6051
2569,200,1596,10201,2772,8335,11497,6111
99,3,6284,43,57,8535,6683,5906
2777,2,7939,318,13200,8577,5260,2826
3234,936,6014,335,12203,8578,5228,3388
1329,13,4412,3,277,12632,6923,5897
4669,4,7946,24,4044,12791,18106,2844
163,3,960,1,235,12793,17945,7577
11976,2,7953,7,6594,12794,13305,6764
1478,2,2901,1118,256,12796,17263,407
1,3896,7959,411,8001,13038,5226,2047
3054,3894,7962,283,274,15072,13309,6977
10470,3173,5933,323,3134,15083,5608,4343
1768,2283,5781,1806,396,15743,1562,238
3976,15,619,45,70,15746,9931,2046
132,8,1595,5,210,15754,2352,6694
5698,7,6080,2,532,16906,3126,1365
6412,6,1598,1,469,17339,7744,4506
7421,5,5669,1,155,17345,9748,416
2429,4,600,7,484,18430,13683,6553
102,3,7969,3,459,19737,10650,196
133,2,18,4,12977,19860,7578,5817
7719,844,592,1,198,20677,3805,1833
7420,16,1661,376,12712,21600,4522,683
9111,14,4355,3,2674,21950,9256,995
800,7,554,2,2690,21952,7204,406
1,5,4341,9,831,21954,5801,5896
280,4,5752,6,101,21955,10708,7147
1,3899,7984,52,682,21956,9519,6307
1126,3898,7991,4,173,93,10245,6670
716,3893,8001,659,5,216,3450,6419
2125,3,4321,16357,3620,220,1128,6300
3074,2647,4320,48,599,399,8497,2870
19228,2241,8008,4,3577,445,12340,3393
2741,4,4312,5,527,606,5715,2878
12954,2234,8011,46,3226,676,2832,2882
2524,3901,6592,20,6529,872,19096,5895
1132,3899,4292,1,104,1387,9152,3722
1,3088,8020,15712,106,2001,4088,6649
2917,1,8024,1,3248,2004,17767,405
2325,2,1853,528,12377,2098,18423,3013
2864,3,146,4,13717,2117,10385,1995
1846,2416,494,31,590,2132,207,2569
9374,1,1037,4,589,2719,12254,60
1633,3903,1464,29,158,4964,4349,4904
10490,3900,1298,8,176,5006,4219,3926
10888,2,1782,1058,11464,5249,12087,129
1126,1,763,4,797,5253,4016,267
1,2,1680,28,7663,6017,5158,2295
3817,21,354,1,11936,6027,2189,708
57,4130,155,10671,12905,6081,5208,501
1761,3904,1819,7758,12885,6143,11782,965
2902,3903,733,9,991,7093,9342,4422
2897,3902,383,5,769,8676,1087,322
4198,3,1418,15429,32,10321,4434,5605
6584,2,5,4,71,10323,1692,920
7707,1,1829,1,72,10333,5413,2244
2798,3905,1835,5,206,10334,3533,4870
895,3904,2002,530,825,10341,11068,3050
963,3903,360,10,12496,10351,2050,457
4344,3902,1842,26,206,10357,5299,4395
2901,4,11,2,299,13221,5159,1306
1433,3,1848,1060,664,13243,4276,115
2799,2,731,273,475,14859,8691,4452
894,1,1011,9,1339,16701,5910,4870
1,3906,1825,621,85,18500,729,439
1035,3905,1835,907,166,18607,5559,118
2915,3904,308,2,12393,58,4027,104
1975,3903,1747,3,385,285,9620,31
2298,3088,155,38,84,350,16692,37
1670,7,902,1,24,527,11965,298
105,5,913,36,763,979,8649,1923
850,4,1307,12433,12178,2160,1756,4354
1308,2,415,12273,12555,2379,1988,2571
2811,1,1186,3609,859,2638,5220,685
4886,1,1859,4294,384,3032,2990,4077
6706,2,1864,47,487,4102,2655,795
3419,3907,375,1733,824,4282,6574,3614
2796,3905,1406,12,1173,4310,4868,912
8261,11,1442,13,11504,4792,8740,1920
2257,6,1869,1919,1394,4813,3758,319
1381,5,10,2,342,6515,6899,3866
1,3908,2880,15,791,7726,7576,2802
2859,3907,1420,748,579,7731,221,615
4947,3099,1176,77,372,7734,8350,174
102,2479,1,1,9647,7735,8423,104
5180,3909,1135,45,701,7739,7108,5422
2269,3908,290,4,151,8466,6997,56
4610,3907,2519,1,454,8467,8168,152
166,3906,1414,151,8894,9850,15045,142
2543,3905,2111,148,9020,9861,8291,530
754,3904,466,2,92,9868,3815,5426
1,3901,284,7451,509,9881,18493,28
3376,3090,2136,1866,9417,9887,5861,4451
1548,8,799,1,283,9911,6132,2797
2819,1,2913,4028,9106,10017,747,174
2256,2,1176,54,24,10018,5788,5709
1368,3,2858,4,372,11503,14222,5781
1475,3910,113,16,9189,13300,4747,2640
10877,3908,3207,12,9508,17091,7257,228
14519,3907,2673,1920,32,17545,1068,26
449,3906,3690,1,384,18497,8321,3333
1186,9,51,3,275,21195,12558,76
959,5,2697,13,276,21814,17790,1422
1,4,2204,18,523,21947,3382,2955
3311,2,59,2,3805,452,12033,1705
113,1,3137,32,88,528,3026,2969
15720,1,883,51,1229,647,290,2304
5129,4125,1950,48,1081,1552,10380,3119
5957,6105,45,1,78,1656,13777,2321
1815,6803,18,1530,42,1837,740,483
4763,3911,7272,13,578,2649,1135,5286
2533,3910,2731,164,41,2808,17126,6747
3378,10,2940,41,60,3358,8296,6238
3688,7,301,337,110,3709,4742,2000
196,554,305,20,109,4349,12048,2758
3156,2228,1527,1,108,7545,6605,1299
114,2406,5568,20,6391,7567,356,7690
440,2407,193,1103,257,7578,1638,7684
1571,3910,3473,1077,664,7598,14390,1777
349,3093,4254,1061,747,7604,11233,3731
452,3,7191,4,374,7605,1153,1947
3010,5,810,1096,375,7606,12590,488
7871,8,1365,3,439,7615,3441,461
2974,9,4175,9,295,7653,4501,7327
5177,10,3179,1080,396,7655,6162,6557
1316,3912,54,24,600,7762,1322,338
723,3910,2373,1064,296,8398,7206,694
3177,12,39,1086,297,9465,5627,2230
6661,2,2989,1113,485,9467,952,4221
800,2404,4191,10,3025,9468,1182,762
2633,2405,2332,6,367,9470,5760,377
3323,3912,41,36,308,9471,2112,5909
2020,3105,6367,1316,524,9715,8175,2464
2021,3101,1956,556,540,10045,14225,3662
3618,5,38,1082,632,10491,970,2011
2805,3915,33,1044,221,10497,7242,27
5062,3913,2338,524,576,13952,1258,2167
3380,9,3275,1054,578,13953,5464,2330
2050,16842,2201,1081,608,14472,808,7339
1746,3914,3515,1090,500,16237,11305,2964
2574,3910,3253,6,592,20139,14119,5911
1015,17,218,4,594,21945,11690,3818
1596,2,7209,3,414,325,12769,2965
1982,1,7349,16,416,434,6187,6718
7090,5,319,2,142,563,1369,1281
3267,8,7214,1058,388,1653,6859,7649
4431,3917,7223,1055,590,3008,5865,2395
876,3915,753,1071,75,4102,1786,2092
1,3914,7227,1080,348,5248,3126,6560
9238,3098,3362,30,345,5944,1288,1743
7248,3097,322,20,341,7935,9104,5661
3235,16,2323,550,497,7952,1260,4583
7483,5,6442,1310,369,7960,11505,492
9290,2,7234,4,24,8984,84,6561
2689,3,38,1085,511,8990,2630,3573
1,4,52,3,512,8996,21598,2363
4571,5,2539,526,189,9001,16151,7918
841,1318,2181,2,110,9008,7087,354
142,2429,2192,5,297,9844,7147,2485
1751,16839,7241,234,294,12352,11780,6563
2872,16840,2244,1092,618,12353,4620,6564
840,1911,7245,21,458,12364,14511,7302
141,5464,2853,1083,176,12375,14451,2400
1908,5469,499,2,418,12386,4705,3199
5233,5470,6379,230,275,13047,8259,2147
1752,5471,6845,36,376,13056,9818,1838
1968,3917,326,46,43,14188,13544,874
1407,3920,7249,7,6,14301,2035,4803
11382,3919,7254,58,58,15654,13838,1298
8780,3918,2342,13,649,16420,13347,5105
695,4,6514,5,248,17635,15620,8029
6628,3919,2994,349,247,17636,3209,5930
1,3198,507,4310,101,17638,5593,283
15943,5,90,1,113,17640,9165,1214
3340,2455,1789,57,350,17644,13550,5947
539,6130,5256,3611,9,18122,6255,2426
2370,3920,1936,9,929,18466,14035,464
2637,7,514,353,260,21941,5657,4419
3341,2,304,2,217,21942,19143,3198
334,1,3484,1,218,21943,3990,3825
608,3186,7266,312,170,84,8184,3735
12769,3115,517,8,160,417,8074,8029
5548,5,2792,1,158,424,9477,5762
642,737,116,9,165,544,648,6566
638,740,7278,34,620,707,5290,2969
1850,1287,7283,307,74,860,4794,4983
1503,3108,3411,135,124,964,3637,3734
6941,3924,518,339,258,1030,726,2108
2031,3922,521,4,145,1094,11699,3435
2015,3114,564,11,148,1316,7478,5277
5069,3110,3189,11,150,1766,26,1637
1797,21,7285,56,292,3182,16034,4763
11587,3924,7290,7,47,3456,882,7672
11048,3923,7292,341,76,4575,3382,729
1,3104,4562,2492,123,4593,755,2970
670,3101,562,2460,127,5341,6608,2192
1372,5,7297,2,122,5459,3411,3827
556,1,1512,12,326,5470,9847,1530
2377,1,3396,7,327,5471,9423,3010
393,3925,4606,20,328,5473,12266,5265
972,3924,142,103,340,5498,2067,3828
2737,3109,2979,22,89,5601,731,2564
2029,3108,2842,394,6780,7099,7829,3830
3438,3107,313,23,430,7254,1809,5260
7396,3106,7300,217,460,7260,5811,4257
688,3105,7186,240,3291,7277,6936,7442
669,3104,331,42,282,7280,7363,498
502,3103,5180,354,4,7434,11795,791
1,3102,751,56,130,10219,3803,809
2531,12,157,345,586,12555,2202,158
13957,2,1318,206,609,12926,11334,1762
7778,1,275,200,197,16325,10583,3011
552,2394,162,5051,202,18120,1237,2333
2530,2396,334,60,214,18613,1601,2566
5654,6128,556,4585,635,19400,3876,8001
3130,3104,7308,339,637,21343,1789,1284
826,3085,2803,36,642,21938,3778,6057
3314,3,7313,3168,644,21939,3563,3722
775,1,859,348,6340,1182,44,2183
13673,1,316,67,79,1370,7523,2063
2410,2,3266,4,89,2042,3572,3755
6122,2449,729,16,1,2248,13677,6980
2038,2854,8398,898,267,2501,6167,2475
2799,2,2249,145,303,2637,5374,142
2039,1,10583,3810,227,2988,2114,5092
435,2,2992,13,24,3120,11952,7123
1146,3,4,1,206,3422,2097,1115
3182,4,2485,345,263,4439,618,1512
2815,5,5452,2490,329,7054,6339,5717
1791,6,4772,2,121,7064,15361,5817
4277,3106,3929,2377,3776,7068,1877,5128
19548,3087,1244,1,366,7074,10243,2438
2241,2447,5519,339,86,7084,3345,5683
1335,3107,4783,2458,2,7099,1609,2231
1354,3088,4986,38,949,7107,7278,3462
2006,6,4038,4,59,7110,3330,2420
3318,4,257,3264,632,7114,7421,799
1035,3,251,3013,769,7117,16593,798
1963,2,4768,1057,751,7118,7608,975
2994,1,213,19,752,7125,402,398
2964,1,194,31,1000,7137,2568,833
3082,1840,3132,166,1046,7163,432,4782
3306,11603,130,358,1135,7164,523,522
2514,14784,111,2502,1253,7189,2052,788
1996,3111,90,12,1338,7208,15784,509
424,3091,1207,24,953,7223,2357,394
