8,16,32,64,128,256
144.67694,148.58925,138.304531,149.466887,188.443772,315.860209
32.402258,27.09386,39.080452,42.602682,47.011291,50.043754
23.20339,16.55547,12.16718,13.502311,13.923729,18.369029
265.185655,239.709749,251.890777,493.946545,551.736078,541.950854
260.240515,267.377969,221.454633,209.705911,392.35975,512.12164
249.836297,219.77323,196.881919,204.927541,187.630325,901.581013
103.814073,60.170913,46.124052,35.891871,36.715651,65.694268
408.47187,308.948511,233.931773,208.289604,241.061688,307.137317
2015.788291,2109.294729,2033.354158,1855.272355,1836.054173,1673.324524
2751.340308,2486.316779,2017.2032,2428.426968,2517.01834,2520.057099
1553.476164,1096.818077,956.236262,876.761672,866.124962,917.127104
329.476441,298.278363,315.335245,359.038283,401.945908,658.190484
269.705452,235.697354,228.844399,302.48182,578.663814,696.265631
9678.985408,9454.119783,9692.906959,9799.84206,9684.721128,9728.386214
1676.623312,1601.473753,2014.28495,1914.239132,2186.915881,1752.120458
894.198695,646.141808,525.103109,545.478656,502.234283,1262.709737
1021.874188,668.693176,483.37518,419.522493,380.570533,341.850088
75.317559,57.354275,48.428198,69.174119,81.07735,98.001469
132.855932,98.014594,82.302405,72.992336,105.238483,118.812719
229.430952,156.240997,111.61394,105.560127,95.720425,120.57027
395.469495,268.011217,194.275879,168.060522,142.664312,139.635181
274.758128,177.402176,124.026265,98.083001,95.682501,99.891557
1946.112625,1800.148638,1392.097737,1304.472647,1308.54653,1508.461267
631.349667,467.522632,391.37118,347.692697,387.351429,400.159361
301.35683,259.681629,245.500404,256.112371,266.007692,285.37974
